"Subject" "space" "frame" "device" "jerk" "magnitude" "statistic" "axis" "avg_value"
6 "f" "Body" "Gyro" "Jerk" "Mag" "std" "NA" -0.660175875210246
6 "f" "Body" "Gyro" "NA" "Mag" "mean" "NA" -0.579130051151385
6 "f" "Body" "Gyro" "NA" "Mag" "std" "NA" -0.657368673849846
6 "f" "Body" "Gyro" "NA" "NA" "mean" "X" -0.537201442069846
6 "f" "Body" "Gyro" "NA" "NA" "mean" "Y" -0.621188724858462
6 "f" "Body" "Gyro" "NA" "NA" "mean" "Z" -0.507604207506462
6 "f" "Body" "Gyro" "NA" "NA" "std" "X" -0.692862440004
6 "f" "Body" "Gyro" "NA" "NA" "std" "Y" -0.633236229753846
6 "f" "Body" "Gyro" "NA" "NA" "std" "Z" -0.67302031484
6 "t" "Body" "Acc" "Jerk" "Mag" "mean" "NA" -0.551413652396923
6 "t" "Body" "Acc" "Jerk" "Mag" "std" "NA" -0.502935062310769
6 "t" "Body" "Acc" "Jerk" "NA" "mean" "X" 0.0813833604034769
6 "t" "Body" "Acc" "Jerk" "NA" "mean" "Y" 0.000479281129661539
6 "t" "Body" "Acc" "Jerk" "NA" "mean" "Z" -0.00225896302076923
6 "t" "Body" "Acc" "Jerk" "NA" "std" "X" -0.531468310262154
6 "t" "Body" "Acc" "Jerk" "NA" "std" "Y" -0.454437496885815
6 "t" "Body" "Acc" "Jerk" "NA" "std" "Z" -0.738955207627692
6 "t" "Body" "Acc" "NA" "Mag" "mean" "NA" -0.464770006998123
6 "t" "Body" "Acc" "NA" "Mag" "std" "NA" -0.483790606354154
6 "t" "Body" "Acc" "NA" "NA" "mean" "X" 0.272376614181538
6 "t" "Body" "Acc" "NA" "NA" "mean" "Y" -0.0175697042641846
6 "t" "Body" "Acc" "NA" "NA" "mean" "Z" -0.11599454136
6 "t" "Body" "Acc" "NA" "NA" "std" "X" -0.505086085072062
6 "t" "Body" "Acc" "NA" "NA" "std" "Y" -0.368403670137262
6 "t" "Body" "Acc" "NA" "NA" "std" "Z" -0.672512004586708
6 "t" "Body" "Gyro" "Jerk" "Mag" "mean" "NA" -0.621936158532308
6 "t" "Body" "Gyro" "Jerk" "Mag" "std" "NA" -0.644474485460492
6 "t" "Body" "Gyro" "Jerk" "NA" "mean" "X" -0.0829159966093231
6 "t" "Body" "Gyro" "Jerk" "NA" "mean" "Y" -0.0454921005615385
6 "t" "Body" "Gyro" "Jerk" "NA" "mean" "Z" -0.0533610323667692
6 "t" "Body" "Gyro" "Jerk" "NA" "std" "X" -0.546009968372308
6 "t" "Body" "Gyro" "Jerk" "NA" "std" "Y" -0.677635980501539
6 "t" "Body" "Gyro" "Jerk" "NA" "std" "Z" -0.526908306306892
6 "t" "Body" "Gyro" "NA" "Mag" "mean" "NA" -0.549494852037046
6 "t" "Body" "Gyro" "NA" "Mag" "std" "NA" -0.579837818063692
6 "t" "Body" "Gyro" "NA" "NA" "mean" "X" -0.0433611785374462
6 "t" "Body" "Gyro" "NA" "NA" "mean" "Y" -0.0706129097498462
6 "t" "Body" "Gyro" "NA" "NA" "mean" "Z" 0.0973130293888923
6 "t" "Body" "Gyro" "NA" "NA" "std" "X" -0.653800660041538
6 "t" "Body" "Gyro" "NA" "NA" "std" "Y" -0.626252072652308
6 "t" "Body" "Gyro" "NA" "NA" "std" "Z" -0.599910232855692
6 "t" "Gravity" "Acc" "NA" "Mag" "mean" "NA" -0.464770006998123
6 "t" "Gravity" "Acc" "NA" "Mag" "std" "NA" -0.483790606354154
6 "t" "Gravity" "Acc" "NA" "NA" "mean" "X" 0.688702063569231
6 "t" "Gravity" "Acc" "NA" "NA" "mean" "Y" 0.0162055455953846
6 "t" "Gravity" "Acc" "NA" "NA" "mean" "Z" 0.0475199990906462
6 "t" "Gravity" "Acc" "NA" "NA" "std" "X" -0.958898709015385
6 "t" "Gravity" "Acc" "NA" "NA" "std" "Y" -0.9509348864
6 "t" "Gravity" "Acc" "NA" "NA" "std" "Z" -0.937910223507692
7 "f" "Body" "Acc" "Jerk" "Mag" "mean" "NA" -0.553360009658182
7 "f" "Body" "Acc" "Jerk" "Mag" "std" "NA" -0.550683254908442
7 "f" "Body" "Acc" "Jerk" "NA" "mean" "X" -0.637521940243831
7 "f" "Body" "Acc" "Jerk" "NA" "mean" "Y" -0.641687333850227
7 "f" "Body" "Acc" "Jerk" "NA" "mean" "Z" -0.642515716574286
7 "f" "Body" "Acc" "Jerk" "NA" "std" "X" -0.626785744584416
7 "f" "Body" "Acc" "Jerk" "NA" "std" "Y" -0.62853163071948
7 "f" "Body" "Acc" "Jerk" "NA" "std" "Z" -0.684856438953896
7 "f" "Body" "Acc" "NA" "Mag" "mean" "NA" -0.518323878824675
7 "f" "Body" "Acc" "NA" "Mag" "std" "NA" -0.583819796092208
7 "f" "Body" "Acc" "NA" "NA" "mean" "X" -0.593011288564935
7 "f" "Body" "Acc" "NA" "NA" "mean" "Y" -0.563547785174026
7 "f" "Body" "Acc" "NA" "NA" "mean" "Z" -0.531005941495552
7 "f" "Body" "Acc" "NA" "NA" "std" "X" -0.572347541484091
7 "f" "Body" "Acc" "NA" "NA" "std" "Y" -0.567046977262987
7 "f" "Body" "Acc" "NA" "NA" "std" "Z" -0.460792123277305
7 "f" "Body" "Gyro" "Jerk" "Mag" "mean" "NA" -0.668879188156396
7 "f" "Body" "Gyro" "Jerk" "Mag" "std" "NA" -0.668963362464935
7 "f" "Body" "Gyro" "NA" "Mag" "mean" "NA" -0.628877272791136
7 "f" "Body" "Gyro" "NA" "Mag" "std" "NA" -0.650923648207792
7 "f" "Body" "Gyro" "NA" "NA" "mean" "X" -0.643767578493507
7 "f" "Body" "Gyro" "NA" "NA" "mean" "Y" -0.630419275006169
7 "f" "Body" "Gyro" "NA" "NA" "mean" "Z" -0.655083354905844
7 "f" "Body" "Gyro" "NA" "NA" "std" "X" -0.703883646896104
7 "f" "Body" "Gyro" "NA" "NA" "std" "Y" -0.671161922837662
7 "f" "Body" "Gyro" "NA" "NA" "std" "Z" -0.698949518905844
7 "t" "Body" "Acc" "Jerk" "Mag" "mean" "NA" -0.622815767680292
7 "t" "Body" "Acc" "Jerk" "Mag" "std" "NA" -0.550560230585714
7 "t" "Body" "Acc" "Jerk" "NA" "mean" "X" 0.0831829573168831
7 "t" "Body" "Acc" "Jerk" "NA" "mean" "Y" 0.00760909767418831
7 "t" "Body" "Acc" "Jerk" "NA" "mean" "Z" -0.00791725696048701
7 "t" "Body" "Acc" "Jerk" "NA" "std" "X" -0.615131377408279
7 "t" "Body" "Acc" "Jerk" "NA" "std" "Y" -0.622997416262013
7 "t" "Body" "Acc" "Jerk" "NA" "std" "Z" -0.664336860544416
7 "t" "Body" "Acc" "NA" "Mag" "mean" "NA" -0.511312036747403
7 "t" "Body" "Acc" "NA" "Mag" "std" "NA" -0.510669879158539
7 "t" "Body" "Acc" "NA" "NA" "mean" "X" 0.270211697814935
7 "t" "Body" "Acc" "NA" "NA" "mean" "Y" -0.0187904887668182
7 "t" "Body" "Acc" "NA" "NA" "mean" "Z" -0.112492375388312
7 "t" "Body" "Acc" "NA" "NA" "std" "X" -0.577518324748052
7 "t" "Body" "Acc" "NA" "NA" "std" "Y" -0.546403365345779
7 "t" "Body" "Acc" "NA" "NA" "std" "Z" -0.456473642256981
7 "t" "Body" "Gyro" "Jerk" "Mag" "mean" "NA" -0.713191348337662
7 "t" "Body" "Gyro" "Jerk" "Mag" "std" "NA" -0.658017844948377
7 "t" "Body" "Gyro" "Jerk" "NA" "mean" "X" -0.0942037376182662
7 "t" "Body" "Gyro" "Jerk" "NA" "mean" "Y" -0.0414401406082792
7 "t" "Body" "Gyro" "Jerk" "NA" "mean" "Z" -0.0610307928148701
7 "t" "Body" "Gyro" "Jerk" "NA" "std" "X" -0.701731200484416
7 "t" "Body" "Gyro" "Jerk" "NA" "std" "Y" -0.674920114957468
7 "t" "Body" "Gyro" "Jerk" "NA" "std" "Z" -0.750808705594156
7 "t" "Body" "Gyro" "NA" "Mag" "mean" "NA" -0.581899897967532
7 "t" "Body" "Gyro" "NA" "Mag" "std" "NA" -0.598670795839286
7 "t" "Body" "Gyro" "NA" "NA" "mean" "X" -0.0518716929407792
7 "t" "Body" "Gyro" "NA" "NA" "mean" "Y" -0.0646077113078896
7 "t" "Body" "Gyro" "NA" "NA" "mean" "Z" 0.0977671721406169
7 "t" "Body" "Gyro" "NA" "NA" "std" "X" -0.687155474097403
7 "t" "Body" "Gyro" "NA" "NA" "std" "Y" -0.652408657909091
7 "t" "Body" "Gyro" "NA" "NA" "std" "Z" -0.663340760331169
7 "t" "Gravity" "Acc" "NA" "Mag" "mean" "NA" -0.511312036747403
7 "t" "Gravity" "Acc" "NA" "Mag" "std" "NA" -0.510669879158539
7 "t" "Gravity" "Acc" "NA" "NA" "mean" "X" 0.681289120844156
7 "t" "Gravity" "Acc" "NA" "NA" "mean" "Y" -0.0420221452496753
7 "t" "Gravity" "Acc" "NA" "NA" "mean" "Z" 0.0342160711928604
7 "t" "Gravity" "Acc" "NA" "NA" "std" "X" -0.956538178587662
7 "t" "Gravity" "Acc" "NA" "NA" "std" "Y" -0.955312554090909
7 "t" "Gravity" "Acc" "NA" "NA" "std" "Z" -0.923304724090909
8 "f" "Body" "Acc" "Jerk" "Mag" "mean" "NA" -0.529244911130605
8 "f" "Body" "Acc" "Jerk" "Mag" "std" "NA" -0.618027414911032
8 "f" "Body" "Acc" "Jerk" "NA" "mean" "X" -0.59163500910605
8 "f" "Body" "Acc" "Jerk" "NA" "mean" "Y" -0.495906215569395
8 "f" "Body" "Acc" "Jerk" "NA" "mean" "Z" -0.644285802406762
8 "f" "Body" "Acc" "Jerk" "NA" "std" "X" -0.598546245236655
8 "f" "Body" "Acc" "Jerk" "NA" "std" "Y" -0.45636839585694
8 "f" "Body" "Acc" "Jerk" "NA" "std" "Z" -0.691480916950178
8 "f" "Body" "Acc" "NA" "Mag" "mean" "NA" -0.512106792856939
8 "f" "Body" "Acc" "NA" "Mag" "std" "NA" -0.651638076286121
8 "f" "Body" "Acc" "NA" "NA" "mean" "X" -0.581831414648399
8 "f" "Body" "Acc" "NA" "NA" "mean" "Y" -0.374944236206406
8 "f" "Body" "Acc" "NA" "NA" "mean" "Z" -0.550979388719929
8 "f" "Body" "Acc" "NA" "NA" "std" "X" -0.585343460535587
8 "f" "Body" "Acc" "NA" "NA" "std" "Y" -0.378656458967972
8 "f" "Body" "Acc" "NA" "NA" "std" "Z" -0.513206312959075
8 "f" "Body" "Gyro" "Jerk" "Mag" "mean" "NA" -0.70215621546726
8 "f" "Body" "Gyro" "Jerk" "Mag" "std" "NA" -0.755717299964413
8 "f" "Body" "Gyro" "NA" "Mag" "mean" "NA" -0.609984289180071
8 "f" "Body" "Gyro" "NA" "Mag" "std" "NA" -0.636673891144128
8 "f" "Body" "Gyro" "NA" "NA" "mean" "X" -0.601382421248399
8 "f" "Body" "Gyro" "NA" "NA" "mean" "Y" -0.575938482711388
8 "f" "Body" "Gyro" "NA" "NA" "mean" "Z" -0.525562919047438
8 "f" "Body" "Gyro" "NA" "NA" "std" "X" -0.675275353078292
8 "f" "Body" "Gyro" "NA" "NA" "std" "Y" -0.573087292172598
8 "f" "Body" "Gyro" "NA" "NA" "std" "Z" -0.553968587869751
8 "t" "Body" "Acc" "Jerk" "Mag" "mean" "NA" -0.534248616612028
8 "t" "Body" "Acc" "Jerk" "Mag" "std" "NA" -0.564471999961566
8 "t" "Body" "Acc" "Jerk" "NA" "mean" "X" 0.084215745375516
8 "t" "Body" "Acc" "Jerk" "NA" "mean" "Y" 0.000860301581786477
8 "t" "Body" "Acc" "Jerk" "NA" "mean" "Z" -0.0196719912994306
8 "t" "Body" "Acc" "Jerk" "NA" "std" "X" -0.575993073911744
8 "t" "Body" "Acc" "Jerk" "NA" "std" "Y" -0.458724925167972
8 "t" "Body" "Acc" "Jerk" "NA" "std" "Z" -0.66835678475516
8 "t" "Body" "Acc" "NA" "Mag" "mean" "NA" -0.468522592843416
8 "t" "Body" "Acc" "NA" "Mag" "std" "NA" -0.554038979266192
8 "t" "Body" "Acc" "NA" "NA" "mean" "X" 0.270759063295374
8 "t" "Body" "Acc" "NA" "NA" "mean" "Y" -0.0181894974688612
8 "t" "Body" "Acc" "NA" "NA" "mean" "Z" -0.106809623683986
8 "t" "Body" "Acc" "NA" "NA" "std" "X" -0.582958863017438
8 "t" "Body" "Acc" "NA" "NA" "std" "Y" -0.349383732046263
8 "t" "Body" "Acc" "NA" "NA" "std" "Z" -0.499472687913167
8 "t" "Body" "Gyro" "Jerk" "Mag" "mean" "NA" -0.673625525658363
8 "t" "Body" "Gyro" "Jerk" "Mag" "std" "NA" -0.715838385516014
8 "t" "Body" "Gyro" "Jerk" "NA" "mean" "X" -0.104969855200356
8 "t" "Body" "Gyro" "Jerk" "NA" "mean" "Y" -0.0400922240331673
8 "t" "Body" "Gyro" "Jerk" "NA" "mean" "Z" -0.0582887148366548
8 "t" "Body" "Gyro" "Jerk" "NA" "std" "X" -0.674984452240214
8 "t" "Body" "Gyro" "Jerk" "NA" "std" "Y" -0.683086930288968
8 "t" "Body" "Gyro" "Jerk" "NA" "std" "Z" -0.695970301754448
8 "t" "Body" "Gyro" "NA" "Mag" "mean" "NA" -0.476214943826192
8 "t" "Body" "Gyro" "NA" "Mag" "std" "NA" -0.581422885341281
8 "t" "Body" "Gyro" "NA" "NA" "mean" "X" 0.00359053897160142
8 "t" "Body" "Gyro" "NA" "NA" "mean" "Y" -0.091077509832669
8 "t" "Body" "Gyro" "NA" "NA" "mean" "Z" 0.0640867611561922
8 "t" "Body" "Gyro" "NA" "NA" "std" "X" -0.656219242281851
8 "t" "Body" "Gyro" "NA" "NA" "std" "Y" -0.570941237019217
8 "t" "Body" "Gyro" "NA" "NA" "std" "Z" -0.511392038012811
8 "t" "Gravity" "Acc" "NA" "Mag" "mean" "NA" -0.468522592843416
8 "t" "Gravity" "Acc" "NA" "Mag" "std" "NA" -0.554038979266192
8 "t" "Gravity" "Acc" "NA" "NA" "mean" "X" 0.647498175409253
8 "t" "Gravity" "Acc" "NA" "NA" "mean" "Y" 0.0303211113118861
8 "t" "Gravity" "Acc" "NA" "NA" "mean" "Z" 0.0836542406807936
8 "t" "Gravity" "Acc" "NA" "NA" "std" "X" -0.954256666035587
8 "t" "Gravity" "Acc" "NA" "NA" "std" "Y" -0.94844645047331
8 "t" "Gravity" "Acc" "NA" "NA" "std" "Z" -0.923180663601423
9 "f" "Body" "Acc" "Jerk" "Mag" "mean" "NA" -0.609193721940625
9 "f" "Body" "Acc" "Jerk" "Mag" "std" "NA" -0.611619343190972
9 "f" "Body" "Acc" "Jerk" "NA" "mean" "X" -0.621377141312847
9 "f" "Body" "Acc" "Jerk" "NA" "mean" "Y" -0.699766614569444
9 "f" "Body" "Acc" "Jerk" "NA" "mean" "Z" -0.702931927996528
9 "f" "Body" "Acc" "Jerk" "NA" "std" "X" -0.572819893733993
9 "f" "Body" "Acc" "Jerk" "NA" "std" "Y" -0.679065855003472
9 "f" "Body" "Acc" "Jerk" "NA" "std" "Z" -0.739139922708333
9 "f" "Body" "Acc" "NA" "Mag" "mean" "NA" -0.553186448295139
9 "f" "Body" "Acc" "NA" "Mag" "std" "NA" -0.624456827182986
9 "f" "Body" "Acc" "NA" "NA" "mean" "X" -0.579258404408681
9 "f" "Body" "Acc" "NA" "NA" "mean" "Y" -0.610267804090278
9 "f" "Body" "Acc" "NA" "NA" "mean" "Z" -0.592119122804271
9 "f" "Body" "Acc" "NA" "NA" "std" "X" -0.547995744907986
9 "f" "Body" "Acc" "NA" "NA" "std" "Y" -0.586766083232639
9 "f" "Body" "Acc" "NA" "NA" "std" "Z" -0.501074006965903
9 "f" "Body" "Gyro" "Jerk" "Mag" "mean" "NA" -0.786473954201389
9 "f" "Body" "Gyro" "Jerk" "Mag" "std" "NA" -0.801296292638889
9 "f" "Body" "Gyro" "NA" "Mag" "mean" "NA" -0.700863097986111
9 "f" "Body" "Gyro" "NA" "Mag" "std" "NA" -0.697729432621528
9 "f" "Body" "Gyro" "NA" "NA" "mean" "X" -0.639863219559028
9 "f" "Body" "Gyro" "NA" "NA" "mean" "Y" -0.683924287600694
9 "f" "Body" "Gyro" "NA" "NA" "mean" "Z" -0.612680463163889
9 "f" "Body" "Gyro" "NA" "NA" "std" "X" -0.690689895534722
9 "f" "Body" "Gyro" "NA" "NA" "std" "Y" -0.667203220760417
9 "f" "Body" "Gyro" "NA" "NA" "std" "Z" -0.619468634127778
9 "t" "Body" "Acc" "Jerk" "Mag" "mean" "NA" -0.621608245092361
9 "t" "Body" "Acc" "Jerk" "Mag" "std" "NA" -0.608862145384722
9 "t" "Body" "Acc" "Jerk" "NA" "mean" "X" 0.0840171430291667
9 "t" "Body" "Acc" "Jerk" "NA" "mean" "Y" 0.00678485848399306
9 "t" "Body" "Acc" "Jerk" "NA" "mean" "Z" -0.00102998088194444
9 "t" "Body" "Acc" "Jerk" "NA" "std" "X" -0.578305161360069
9 "t" "Body" "Acc" "Jerk" "NA" "std" "Y" -0.678923872274306
9 "t" "Body" "Acc" "Jerk" "NA" "std" "Z" -0.721610094569444
9 "t" "Body" "Acc" "NA" "Mag" "mean" "NA" -0.505183470509188
9 "t" "Body" "Acc" "NA" "Mag" "std" "NA" -0.553038255314792
9 "t" "Body" "Acc" "NA" "NA" "mean" "X" 0.270313841621528
9 "t" "Body" "Acc" "NA" "NA" "mean" "Y" -0.0209466555412396
9 "t" "Body" "Acc" "NA" "NA" "mean" "Z" -0.101233826213889
9 "t" "Body" "Acc" "NA" "NA" "std" "X" -0.555656544538194
9 "t" "Body" "Acc" "NA" "NA" "std" "Y" -0.5758878952125
9 "t" "Body" "Acc" "NA" "NA" "std" "Z" -0.506111776081806
9 "t" "Body" "Gyro" "Jerk" "Mag" "mean" "NA" -0.7629795809375
9 "t" "Body" "Gyro" "Jerk" "Mag" "std" "NA" -0.786176892048611
9 "t" "Body" "Gyro" "Jerk" "NA" "mean" "X" -0.0892254930640278
9 "t" "Body" "Gyro" "Jerk" "NA" "mean" "Y" -0.0397344421815972
9 "t" "Body" "Gyro" "Jerk" "NA" "mean" "Z" -0.053402884281875
9 "t" "Body" "Gyro" "Jerk" "NA" "std" "X" -0.7617108665625
9 "t" "Body" "Gyro" "Jerk" "NA" "std" "Y" -0.773273878854167
9 "t" "Body" "Gyro" "Jerk" "NA" "std" "Z" -0.744656038298611
9 "t" "Body" "Gyro" "NA" "Mag" "mean" "NA" -0.550201866572569
9 "t" "Body" "Gyro" "NA" "Mag" "std" "NA" -0.663198385034722
9 "t" "Body" "Gyro" "NA" "NA" "mean" "X" -0.0701318154561458
9 "t" "Body" "Gyro" "NA" "NA" "mean" "Y" -0.0729884312991667
9 "t" "Body" "Gyro" "NA" "NA" "mean" "Z" 0.109092913237986
9 "t" "Body" "Gyro" "NA" "NA" "std" "X" -0.676452392569444
9 "t" "Body" "Gyro" "NA" "NA" "std" "Y" -0.670498220701389
9 "t" "Body" "Gyro" "NA" "NA" "std" "Z" -0.587557692291458
9 "t" "Gravity" "Acc" "NA" "Mag" "mean" "NA" -0.505183470509188
9 "t" "Gravity" "Acc" "NA" "Mag" "std" "NA" -0.553038255314792
9 "t" "Gravity" "Acc" "NA" "NA" "mean" "X" 0.670845545555556
9 "t" "Gravity" "Acc" "NA" "NA" "mean" "Y" -0.0467446999509028
9 "t" "Gravity" "Acc" "NA" "NA" "mean" "Z" 0.104353653032743
9 "t" "Gravity" "Acc" "NA" "NA" "std" "X" -0.958784666180556
9 "t" "Gravity" "Acc" "NA" "NA" "std" "Y" -0.949938115208333
9 "t" "Gravity" "Acc" "NA" "NA" "std" "Z" -0.920554317815972
10 "f" "Body" "Acc" "Jerk" "Mag" "mean" "NA" -0.515140810846939
10 "f" "Body" "Acc" "Jerk" "Mag" "std" "NA" -0.553027359614864
10 "f" "Body" "Acc" "Jerk" "NA" "mean" "X" -0.547243039827891
10 "f" "Body" "Acc" "Jerk" "NA" "mean" "Y" -0.555104553563503
10 "f" "Body" "Acc" "Jerk" "NA" "mean" "Z" -0.721689700769728
10 "f" "Body" "Acc" "Jerk" "NA" "std" "X" -0.553403478735408
10 "f" "Body" "Acc" "Jerk" "NA" "std" "Y" -0.556271725483333
10 "f" "Body" "Acc" "Jerk" "NA" "std" "Z" -0.77916817122449
10 "f" "Body" "Acc" "NA" "Mag" "mean" "NA" -0.518734046961905
10 "f" "Body" "Acc" "NA" "Mag" "std" "NA" -0.633196110969728
10 "f" "Body" "Acc" "NA" "NA" "mean" "X" -0.532289464513605
10 "f" "Body" "Acc" "NA" "NA" "mean" "Y" -0.494651474235034
10 "f" "Body" "Acc" "NA" "NA" "mean" "Z" -0.655062273211565
10 "f" "Body" "Acc" "NA" "NA" "std" "X" -0.541170169070068
10 "f" "Body" "Acc" "NA" "NA" "std" "Y" -0.532135172812313
10 "f" "Body" "Acc" "NA" "NA" "std" "Z" -0.625871772082993
10 "f" "Body" "Gyro" "Jerk" "Mag" "mean" "NA" -0.767780095068027
10 "f" "Body" "Gyro" "Jerk" "Mag" "std" "NA" -0.787144257176871
10 "f" "Body" "Gyro" "NA" "Mag" "mean" "NA" -0.661496552826531
10 "f" "Body" "Gyro" "NA" "Mag" "std" "NA" -0.666014612598639
10 "f" "Body" "Gyro" "NA" "NA" "mean" "X" -0.620379208870442
10 "f" "Body" "Gyro" "NA" "NA" "mean" "Y" -0.64835059542517
10 "f" "Body" "Gyro" "NA" "NA" "mean" "Z" -0.567456661721769
10 "f" "Body" "Gyro" "NA" "NA" "std" "X" -0.692654261914966
10 "f" "Body" "Gyro" "NA" "NA" "std" "Y" -0.565943677806122
10 "f" "Body" "Gyro" "NA" "NA" "std" "Z" -0.645947720476871
10 "t" "Body" "Acc" "Jerk" "Mag" "mean" "NA" -0.57776193128833
10 "t" "Body" "Acc" "Jerk" "Mag" "std" "NA" -0.529340480130272
10 "t" "Body" "Acc" "Jerk" "NA" "mean" "X" 0.0798108613061224
10 "t" "Body" "Acc" "Jerk" "NA" "mean" "Y" 0.0129143257457823
10 "t" "Body" "Acc" "Jerk" "NA" "mean" "Z" -0.0113556967940476
10 "t" "Body" "Acc" "Jerk" "NA" "std" "X" -0.52938321427551
10 "t" "Body" "Acc" "Jerk" "NA" "std" "Y" -0.540236619204728
10 "t" "Body" "Acc" "Jerk" "NA" "std" "Z" -0.750729260772109
10 "t" "Body" "Acc" "NA" "Mag" "mean" "NA" -0.502500207000204
10 "t" "Body" "Acc" "NA" "Mag" "std" "NA" -0.545348810631551
10 "t" "Body" "Acc" "NA" "NA" "mean" "X" 0.27684847392517
10 "t" "Body" "Acc" "NA" "NA" "mean" "Y" -0.017835790552415
10 "t" "Body" "Acc" "NA" "NA" "mean" "Z" -0.111301532185714
10 "t" "Body" "Acc" "NA" "NA" "std" "X" -0.537807711163265
10 "t" "Body" "Acc" "NA" "NA" "std" "Y" -0.497405885644898
10 "t" "Body" "Acc" "NA" "NA" "std" "Z" -0.614776952226361
10 "t" "Body" "Gyro" "Jerk" "Mag" "mean" "NA" -0.734465805340136
10 "t" "Body" "Gyro" "Jerk" "Mag" "std" "NA" -0.768821828979592
10 "t" "Body" "Gyro" "Jerk" "NA" "mean" "X" -0.108150829882313
10 "t" "Body" "Gyro" "Jerk" "NA" "mean" "Y" -0.0424219983671769
10 "t" "Body" "Gyro" "Jerk" "NA" "mean" "Z" -0.0555521277515646
10 "t" "Body" "Gyro" "Jerk" "NA" "std" "X" -0.703243499727891
10 "t" "Body" "Gyro" "Jerk" "NA" "std" "Y" -0.768641779047619
10 "t" "Body" "Gyro" "Jerk" "NA" "std" "Z" -0.686800252738095
10 "t" "Body" "Gyro" "NA" "Mag" "mean" "NA" -0.521819802352381
10 "t" "Body" "Gyro" "NA" "Mag" "std" "NA" -0.624408369413333
10 "t" "Body" "Gyro" "NA" "NA" "mean" "X" -0.0185023695936054
10 "t" "Body" "Gyro" "NA" "NA" "mean" "Y" -0.0846403674590918
10 "t" "Body" "Gyro" "NA" "NA" "mean" "Z" 0.0910265011879252
10 "t" "Body" "Gyro" "NA" "NA" "std" "X" -0.67390558227449
10 "t" "Body" "Gyro" "NA" "NA" "std" "Y" -0.591333155194558
10 "t" "Body" "Gyro" "NA" "NA" "std" "Z" -0.598142328621088
10 "t" "Gravity" "Acc" "NA" "Mag" "mean" "NA" -0.502500207000204
10 "t" "Gravity" "Acc" "NA" "Mag" "std" "NA" -0.545348810631551
10 "t" "Gravity" "Acc" "NA" "NA" "mean" "X" 0.642905730306122
10 "t" "Gravity" "Acc" "NA" "NA" "mean" "Y" -0.0740248544557823
10 "t" "Gravity" "Acc" "NA" "NA" "mean" "Z" 0.0552047227876769
10 "t" "Gravity" "Acc" "NA" "NA" "std" "X" -0.965808126428571
10 "t" "Gravity" "Acc" "NA" "NA" "std" "Y" -0.95452407255102
10 "t" "Gravity" "Acc" "NA" "NA" "std" "Z" -0.938706428064626
11 "f" "Body" "Acc" "Jerk" "Mag" "mean" "NA" -0.656133473274684
11 "f" "Body" "Acc" "Jerk" "Mag" "std" "NA" -0.676925075857595
11 "f" "Body" "Acc" "Jerk" "NA" "mean" "X" -0.676672987166456
11 "f" "Body" "Acc" "Jerk" "NA" "mean" "Y" -0.632374688606013
11 "f" "Body" "Acc" "Jerk" "NA" "mean" "Z" -0.825559590221519
11 "f" "Body" "Acc" "Jerk" "NA" "std" "X" -0.672195644346519
11 "f" "Body" "Acc" "Jerk" "NA" "std" "Y" -0.609444998247785
11 "f" "Body" "Acc" "Jerk" "NA" "std" "Z" -0.858259630601266
11 "f" "Body" "Acc" "NA" "Mag" "mean" "NA" -0.611528074359177
11 "f" "Body" "Acc" "NA" "Mag" "std" "NA" -0.674470159009494
11 "f" "Body" "Acc" "NA" "NA" "mean" "X" -0.619524028324684
11 "f" "Body" "Acc" "NA" "NA" "mean" "Y" -0.531455265662532
11 "f" "Body" "Acc" "NA" "NA" "mean" "Z" -0.750026145791139
11 "f" "Body" "Acc" "NA" "NA" "std" "X" -0.579491754749367
11 "f" "Body" "Acc" "NA" "NA" "std" "Y" -0.502570240243354
11 "f" "Body" "Acc" "NA" "NA" "std" "Z" -0.652095671108544
11 "f" "Body" "Gyro" "Jerk" "Mag" "mean" "NA" -0.864827011392405
11 "f" "Body" "Gyro" "Jerk" "Mag" "std" "NA" -0.879254016740506
11 "f" "Body" "Gyro" "NA" "Mag" "mean" "NA" -0.757585939588608
11 "f" "Body" "Gyro" "NA" "Mag" "std" "NA" -0.711267219682278
11 "f" "Body" "Gyro" "NA" "NA" "mean" "X" -0.709949332117089
11 "f" "Body" "Gyro" "NA" "NA" "mean" "Y" -0.776852868955696
11 "f" "Body" "Gyro" "NA" "NA" "mean" "Z" -0.708842979272152
11 "f" "Body" "Gyro" "NA" "NA" "std" "X" -0.751758277167721
11 "f" "Body" "Gyro" "NA" "NA" "std" "Y" -0.670892713066772
11 "f" "Body" "Gyro" "NA" "NA" "std" "Z" -0.75596062835443
11 "t" "Body" "Acc" "Jerk" "Mag" "mean" "NA" -0.679819504547468
11 "t" "Body" "Acc" "Jerk" "Mag" "std" "NA" -0.664241760370253
11 "t" "Body" "Acc" "Jerk" "NA" "mean" "X" 0.0830134540658228
11 "t" "Body" "Acc" "Jerk" "NA" "mean" "Y" 0.0078044254343038
11 "t" "Body" "Acc" "Jerk" "NA" "mean" "Z" -0.00657424975259494
11 "t" "Body" "Acc" "Jerk" "NA" "std" "X" -0.659323083055063
11 "t" "Body" "Acc" "Jerk" "NA" "std" "Y" -0.608784226719937
11 "t" "Body" "Acc" "Jerk" "NA" "std" "Z" -0.842511816044304
11 "t" "Body" "Acc" "NA" "Mag" "mean" "NA" -0.542825032813608
